,OMA_group,taxa,root
161,1028206,1.9090909090909092,1.5
162,1028533,12.166666666666666,9.5
163,1028944,4.387096774193548,3.6
164,1029120,19.810344827586206,13.666666666666666
165,1029226,22.25,15.5
166,1029341,10.333333333333334,5.0
167,1029499,5.714285714285714,5.0
168,1029509,79.375,31.0
169,1029524,22.666666666666668,17.0
170,1030027,26.333333333333332,26.5
171,1030118,59.5,59.5
172,1030229,18.0,11.0
173,1030661,3.56,3.2
174,1030793,12.125,11.0
175,1030971,13.571428571428571,11.5
176,1031339,11.88888888888889,1.0
177,1031340,2.0,2.0
178,1031448,27.27777777777778,8.333333333333334
179,1031536,14.0,14.0
180,1031935,18.166666666666668,16.0
181,1031944,23.033333333333335,26.4
182,1032434,6.5,0.0
183,1032438,17.333333333333332,15.0
184,1032760,38.111111111111114,36.666666666666664
185,1033311,9.384615384615385,9.0
186,1033373,4.0,3.0
187,1033649,2.0,2.0
188,1033756,7.12,6.4
189,1033830,18.363636363636363,12.0
190,1033880,3.6666666666666665,5.0
191,1034014,19.4,15.5
192,1034094,11.727272727272727,8.5
193,1034149,12.375,13.142857142857142
194,1034150,23.636363636363637,24.0
195,1034284,13.5,7.428571428571429
196,1034605,16.0,16.0
197,1034639,36.0,17.0
198,1034980,9.933333333333334,7.5
199,1035908,1.875,2.0
200,1036245,16.833333333333332,29.0
201,1036410,13.0,11.375
202,1036577,6.571428571428571,5.285714285714286
203,1036714,32.75,38.0
204,1036734,13.846153846153847,13.5
205,1036799,7.0,7.0
206,1036928,12.722222222222221,12.666666666666666
207,1037005,52.2967032967033,41.0
208,1037065,46.18181818181818,45.4
209,1037097,10.818181818181818,10.0
210,1037427,4.0,4.0
211,1037455,9.233333333333333,6.5
212,1037667,9.0,9.0
213,1037729,11.3,6.5
214,1037730,9.416666666666666,13.0
215,1037731,1.0,0.0
216,1037973,13.88888888888889,23.0
217,1038153,29.0,0.0
218,1038398,11.129032258064516,11.8
219,1038874,13.375,14.0
220,1038923,20.0,20.0
221,1039105,1.0,1.0
222,1039151,13.625,10.0
223,1039322,16.818181818181817,11.5
224,1039350,12.91304347826087,9.5
225,1039413,14.470588235294118,15.0
226,1039433,6.0,6.0
227,1039501,4.933333333333334,4.5
228,1039618,7.0,7.0
229,1039619,13.833333333333334,12.0
230,1039732,7.333333333333333,7.0
231,1039814,8.722222222222221,8.166666666666666
232,1039927,30.727272727272727,39.0
233,1039944,46.24,36.0
234,1040245,3.2,3.0
235,1040606,41.0,41.0
236,1040630,22.0,19.25
237,1040779,9.5,11.0
238,1041022,22.0,14.0
239,1041029,13.428571428571429,16.0
240,1041591,18.0,19.666666666666668
241,1041602,1.0,0.0
242,1041696,1.0,1.0
243,1042064,16.9,18.0
244,1042333,9.473684210526315,8.666666666666666
245,1042694,21.166666666666668,5.0
246,1042785,6.816326530612245,5.818181818181818
247,1042828,11.545454545454545,12.5
248,297177,6.222222222222222,6.0
249,300366,20.285714285714285,19.0
250,301559,17.7,12.5
251,302161,39.24,29.25
252,302595,2.0,2.0
253,309565,33.94117647058823,68.0
254,309910,24.333333333333332,20.0
255,310685,14.0,0.0
256,311903,11.404255319148936,9.3
257,312240,15.0,5.666666666666667
258,312620,9.578947368421053,8.666666666666666
259,313091,30.153846153846153,17.0
260,313288,59.90909090909091,64.0
261,313465,10.136363636363637,9.125
262,313584,3.967741935483871,4.5
263,313626,8.818181818181818,8.25
264,313908,9.416666666666666,6.5
265,314000,25.875,18.666666666666668
266,314196,16.833333333333332,10.0
267,314326,24.153846153846153,18.5
268,314588,14.222222222222221,7.25
269,314883,9.11111111111111,5.5
270,315694,22.833333333333332,21.0
271,316365,8.657894736842104,7.333333333333333
272,316428,16.952380952380953,17.375
273,316701,4.151515151515151,4.0
274,317866,9.166666666666666,6.8
275,318962,3.1818181818181817,2.5
276,319660,10.416666666666666,9.5
277,320122,25.666666666666668,22.0
278,320153,6.375,8.0
279,320891,12.727272727272727,3.0
280,321884,1.0,0.0
281,322363,18.0,18.0
282,327931,7.25,6.0
283,363855,1.0,0.0
284,363943,21.0,21.0
285,364752,29.75,29.5
286,364935,15.583333333333334,14.5
287,574532,3.3333333333333335,3.0
288,575030,19.846153846153847,15.666666666666666
289,575096,4.833333333333333,3.75
290,575142,24.413793103448278,17.8
291,579942,7.206896551724138,7.0
292,580517,2.0952380952380953,2.0
293,580558,29.88888888888889,55.0
294,580687,12.666666666666666,13.0
295,580688,25.454545454545453,16.0
296,580844,13.68,11.0
297,581405,23.0,0.0
298,581602,13.826086956521738,12.0
299,581730,10.727272727272727,10.0
300,581744,31.6875,32.6
301,582281,17.73913043478261,19.0
302,582706,39.705882352941174,47.6
303,582947,21.666666666666668,13.333333333333334
304,583034,7.285714285714286,5.2
305,583153,32.5,34.0
306,583171,16.833333333333332,17.0
307,583826,24.636363636363637,25.0
308,583830,6.8,4.5
309,584551,11.26530612244898,9.8
310,584881,3.5714285714285716,3.0
311,584915,26.64516129032258,24.166666666666668
312,585218,11.73076923076923,11.8
313,585571,10.117647058823529,10.0
314,585572,16.17948717948718,13.875
315,585578,11.11111111111111,9.4
316,585855,19.666666666666668,17.0
317,586037,16.083333333333332,5.0
318,587988,12.142857142857142,7.0
319,588388,24.166666666666668,24.0
320,597164,36.666666666666664,37.0
321,597175,17.166666666666668,13.0
322,597894,14.0,8.5
323,598773,18.6875,18.5
324,600317,14.444444444444445,10.0
325,603112,20.37037037037037,20.75
326,603114,23.363636363636363,1.0
327,603186,21.4,15.5
328,603643,8.68421052631579,7.25
329,603719,41.0,41.0
330,603728,7.2727272727272725,7.0
331,603770,15.5,8.0
332,603841,7.166666666666667,8.0
333,603842,2.0,2.0
334,603952,63.8,51.0
335,603955,20.4375,22.0
336,603965,13.4,8.5
337,604273,13.352941176470589,12.75
338,604654,19.9811320754717,11.916666666666666
339,604663,21.833333333333332,14.666666666666666
340,604824,8.578947368421053,7.733333333333333
341,604853,1.0,1.0
342,604856,9.5,7.0
343,604863,20.857142857142858,7.0
344,605256,67.4,95.5
345,605258,10.0,10.0
346,605352,12.958333333333334,8.0
347,605441,7.0,7.0
348,605691,5.588235294117647,6.333333333333333
349,606022,4.833333333333333,4.0
350,611293,45.0,45.0
351,611295,19.0,18.0
352,611297,9.125,3.0
353,611302,6.0,6.0
354,611307,1.0,1.0
355,611309,12.181818181818182,11.0
356,611311,22.0,24.0
357,611315,15.833333333333334,9.5
358,611325,2.7142857142857144,3.0
359,611334,5.571428571428571,6.0
360,611347,36.0,0.0
361,611399,29.916666666666668,34.0
362,611473,3.4545454545454546,2.6666666666666665
363,612520,23.75,6.0
364,612646,14.0,14.0
365,612648,10.0,12.0
366,612854,2.3333333333333335,3.0
367,613038,22.464285714285715,25.2
368,617014,60.166666666666664,71.0
369,617995,19.0,0.0
370,617997,19.785714285714285,14.0
371,618004,35.5,10.4
372,618008,18.846153846153847,13.25
373,618014,9.0,2.0
374,619788,3.0,3.0
375,623886,10.59322033898305,11.6
376,623972,1.1,1.0
377,624231,7.0,7.0
378,624233,3.3333333333333335,0.0
379,624457,65.0,29.75
380,624820,24.666666666666668,24.0
381,624867,23.705882352941178,19.0
382,625434,13.176470588235293,12.0
383,625490,35.8125,22.25
384,626932,7.794117647058823,5.666666666666667
385,628471,25.5,15.25
386,637706,20.692307692307693,21.5
387,638156,26.8,1.0
388,638587,41.611111111111114,13.25
389,639142,7.190476190476191,6.375
390,639143,6.222222222222222,6.333333333333333
391,644239,28.333333333333332,23.0
392,644241,15.777777777777779,20.0
393,644257,10.76,7.833333333333333
394,644266,10.7,11.0
395,644267,13.25,22.5
396,645134,15.923076923076923,16.5
397,646023,24.285714285714285,19.0
398,647936,10.857142857142858,10.0
399,648115,9.833333333333334,9.333333333333334
400,648200,5.125,4.666666666666667
401,648466,9.909090909090908,9.5
402,648562,16.40909090909091,11.25
403,648881,31.4,32.0
404,649330,28.210526315789473,27.666666666666668
405,649362,7.5,2.0
406,649624,21.8,22.5
407,653351,18.363636363636363,19.5
408,653565,6.913043478260869,6.0
409,653851,27.32,11.0
410,653856,14.25,12.5
411,653859,27.962962962962962,17.8
412,653867,6.833333333333333,6.5
413,653871,37.142857142857146,14.0
414,657380,14.217391304347826,11.8
415,659438,73.84615384615384,46.0
416,659479,39.125,14.777777777777779
417,659482,13.428571428571429,11.0
418,661708,24.863636363636363,26.75
419,661716,16.4,9.333333333333334
420,661722,14.833333333333334,16.5
421,661748,28.666666666666668,29.0
422,665817,14.1,8.5
423,665884,15.565217391304348,13.5
424,665885,8.777777777777779,1.0
425,665887,6.428571428571429,7.0
426,665889,19.058823529411764,9.666666666666666
427,665896,30.615384615384617,26.0
428,667698,19.833333333333332,20.0
429,670150,7.666666666666667,8.0
430,673408,9.666666666666666,1.5
431,674214,35.61904761904762,57.6
432,676127,10.0,9.0
433,680415,3.0,3.0
434,680437,3.125,3.0
435,680496,6.909090909090909,6.5
436,680641,14.714285714285714,14.666666666666666
437,680712,31.5,35.0
438,682059,22.071428571428573,17.333333333333332
439,685451,16.666666666666668,6.0
440,685461,13.545454545454545,12.0
441,685561,13.909090909090908,11.5
442,685684,29.25,20.0
443,689975,24.625,18.0
444,689976,15.176470588235293,12.333333333333334
445,689994,9.666666666666666,8.0
446,690106,12.903225806451612,9.0
447,690107,5.25,4.0
448,690108,3.3636363636363638,2.75
449,690234,17.72222222222222,14.666666666666666
450,690235,13.066666666666666,12.0
451,690311,60.0,35.5
452,691239,12.0,7.0
453,693402,49.916666666666664,30.0
454,693728,1.0,1.0
455,695194,3.0,3.0
456,695411,2.0,2.0
457,695546,11.590909090909092,6.777777777777778
458,695547,40.55555555555556,28.0
459,695553,17.65,15.857142857142858
460,695686,3.606060606060606,3.5
461,695762,27.583333333333332,23.0
462,695763,23.176470588235293,15.0
463,696157,5.352941176470588,3.6666666666666665
464,696419,17.6,13.0
465,699942,40.65217391304348,31.5
466,700482,1.0,1.0
467,702162,8.714285714285714,7.0
468,703484,22.761904761904763,16.5
469,703487,11.833333333333334,12.0
470,707164,4.3125,3.6666666666666665
471,707212,6.0,6.0
472,707220,6.7272727272727275,6.5
473,707334,21.61904761904762,7.0
474,707451,46.06666666666667,20.5
475,707453,5.4,4.666666666666667
476,707460,5.909090909090909,5.5
477,711270,23.0,28.0
478,711271,27.857142857142858,4.0
479,712717,13.023809523809524,9.375
480,712769,6.363636363636363,6.0
481,712790,1.0,1.0
482,712808,14.428571428571429,12.5
483,715498,6.4,6.333333333333333
484,715508,9.969696969696969,8.833333333333334
485,716269,21.625,13.0
486,716358,10.5,5.0
487,718460,27.454545454545453,8.0
488,719009,59.0,59.0
489,721338,4.416666666666667,4.5
490,726026,15.826086956521738,13.0
491,726704,1.0,0.0
492,726844,48.4,45.0
493,726845,26.166666666666668,17.0
494,726846,14.5,18.285714285714285
495,726848,20.846153846153847,6.0
496,727876,30.2,31.0
497,727957,3.727272727272727,3.5
498,730961,2.3636363636363638,2.0
499,730962,1.5714285714285714,1.0
500,731088,27.96153846153846,31.25
501,731090,9.10344827586207,6.333333333333333
502,731119,51.0,71.0
503,731216,13.666666666666666,11.0
504,731322,8.75,8.5
505,732106,8.88888888888889,14.0
506,732107,5.0,5.0
507,734796,14.894736842105264,6.142857142857143
508,736822,6.615384615384615,5.0
509,736928,5.0,5.0
510,738177,1.0,0.0
511,738656,16.608695652173914,15.75
512,739163,7.363636363636363,5.8
513,739165,7.666666666666667,5.25
514,739662,21.724137931034484,17.0
515,739664,38.92307692307692,23.0
516,739675,76.61538461538461,44.333333333333336
517,739677,18.75,9.5
518,740819,13.375,15.4
519,741581,39.125,26.0
520,741647,24.5,32.0
521,741922,9.285714285714286,2.0
522,741952,5.090909090909091,5.0
523,743538,15.555555555555555,13.75
524,743556,23.82758620689655,18.6
525,743830,26.571428571428573,31.0
526,743841,6.148148148148148,7.75
527,745957,36.61538461538461,45.5
528,745974,19.142857142857142,22.0
529,745976,23.0,23.0
530,746321,7.2272727272727275,4.25
531,747122,17.91304347826087,10.25
532,747124,11.25,4.333333333333333
533,751685,52.0,52.0
534,751769,15.166666666666666,16.0
535,752182,2.2857142857142856,1.25
536,752231,17.4375,8.733333333333333
537,755775,62.666666666666664,31.5
538,755776,10.075,8.857142857142858
539,755899,22.896551724137932,19.2
540,756703,17.818181818181817,16.5
541,756704,34.0,0.0
542,756907,32.61538461538461,40.0
543,756908,8.368421052631579,3.75
544,757603,13.73076923076923,12.5
545,757613,18.523076923076925,12.5
546,758360,2.55,1.25
547,759159,13.25,5.75
548,759160,10.291666666666666,8.333333333333334
549,759180,13.490196078431373,11.368421052631579
550,759449,6.0,1.0
551,759462,6.45,3.3
552,760754,10.411764705882353,9.666666666666666
553,763741,39.5,39.0
554,764292,16.137931034482758,18.0
555,764903,17.94736842105263,18.0
556,765246,15.637931034482758,8.307692307692308
557,768472,7.333333333333333,17.5
558,769904,20.3125,24.0
559,770334,16.18421052631579,13.1
560,770554,32.53333333333333,18.0
561,771978,19.75,16.0
562,771980,16.94871794871795,9.7
563,771982,15.142857142857142,3.0
564,775071,4.571428571428571,5.0
565,775630,3.75,3.857142857142857
566,775718,30.566666666666666,18.0
567,775720,16.434782608695652,9.545454545454545
568,776899,2.2857142857142856,1.0
569,778360,20.653846153846153,12.4
570,778374,58.6,0.0
571,779146,14.444444444444445,12.0
572,780566,12.666666666666666,10.0
573,781307,5.733333333333333,3.375
574,782052,8.4,6.5
575,782436,31.333333333333332,26.0
576,784245,24.916666666666668,30.5
577,784481,13.041666666666666,2.0
578,785127,24.1,19.0
579,786663,6.48,3.2
580,786691,31.307692307692307,11.0
581,787350,5.395348837209302,5.0
582,787516,16.476190476190474,8.8
583,788158,4.6,3.0
584,788207,21.894736842105264,13.333333333333334
585,788220,24.916666666666668,25.5
586,788221,8.076923076923077,6.333333333333333
587,788223,31.692307692307693,26.5
588,788225,41.04761904761905,13.5
589,788230,11.115384615384615,10.0
590,788252,83.5,64.0
591,788436,14.84375,12.5
592,789626,4.6875,1.4285714285714286
593,791445,20.333333333333332,16.0
594,792131,33.1875,9.333333333333334
595,793368,6.571428571428571,10.0
596,793975,9.88888888888889,10.333333333333334
597,794230,68.16666666666667,39.0
598,795052,9.8,8.0
599,795712,15.0,15.0
600,795713,20.818181818181817,20.0
601,795724,8.76923076923077,7.2
602,796442,3.130434782608696,2.5
603,796446,44.111111111111114,59.0
604,797685,7.666666666666667,8.0
605,797822,11.626262626262626,9.227272727272727
606,798262,3.0,3.0
607,798554,10.285714285714286,11.0
608,798556,46.666666666666664,56.0
609,798579,4.0,4.0
610,799104,26.32608695652174,23.4
611,799638,43.92307692307692,26.0
612,799706,14.055555555555555,13.75
613,800373,22.805555555555557,19.833333333333332
614,800376,3.6,3.0
615,800378,18.73469387755102,16.285714285714285
616,800383,17.894736842105264,6.333333333333333
617,800390,22.0,19.0
618,800394,28.2,6.333333333333333
619,800398,27.0,34.0
620,800399,11.785185185185185,8.384615384615385
621,801452,21.428571428571427,4.333333333333333
622,801471,11.9375,13.0
623,802387,6.90625,6.2
624,802749,56.0,56.0
625,802756,1.0,1.0
626,803274,5.769230769230769,7.0
627,803952,19.571428571428573,22.0
628,803954,22.0,33.0
629,804299,3.764705882352941,3.3333333333333335
630,804448,12.76923076923077,12.0
631,805039,7.571428571428571,6.5
632,805660,10.866666666666667,9.666666666666666
633,805746,10.6,10.25
634,805749,44.53846153846154,41.0
635,806210,18.857142857142858,14.0
636,806262,2.6666666666666665,2.3333333333333335
637,806619,32.611111111111114,24.0
638,806667,20.64864864864865,17.6
639,806671,20.666666666666668,20.0
640,807083,8.090909090909092,7.0
641,807107,3.533333333333333,5.0
642,807142,10.538461538461538,10.0
643,807155,10.666666666666666,5.0
644,807158,7.0,7.333333333333333
645,807159,16.666666666666668,14.0
646,807160,9.0,9.0
647,807161,32.38461538461539,33.0
648,807164,11.636363636363637,12.0
649,807167,9.083333333333334,5.0
650,807169,19.09090909090909,12.666666666666666
651,807170,16.0,9.0
652,807185,2.0,2.0
653,807192,4.5,3.5
654,807193,29.44,22.2
655,807194,76.0,76.0
656,807198,3.5,4.0
657,807205,10.416666666666666,10.0
658,807206,21.866666666666667,19.0
659,807211,16.75,12.0
660,807212,10.0,10.0
661,807214,13.571428571428571,13.5
662,807221,14.666666666666666,4.0
663,807222,12.083333333333334,11.0
664,807226,15.466666666666667,15.4
665,807230,2.8181818181818183,3.0
666,807232,7.65,5.8
667,807234,19.666666666666668,18.0
668,807255,25.904761904761905,26.25
669,807263,7.833333333333333,8.0
670,807267,13.5,9.5
671,807282,15.142857142857142,8.0
672,807283,15.38888888888889,13.666666666666666
673,807289,2.0,2.0
674,807296,11.818181818181818,11.5
675,807306,28.09090909090909,48.0
676,807308,4.482758620689655,3.0
677,807318,25.0,25.0
678,807324,18.875,18.333333333333332
679,807325,19.357142857142858,18.666666666666668
680,807338,11.636363636363637,8.5
681,807340,7.5,8.0
682,807345,18.08695652173913,18.75
683,807352,25.583333333333332,26.5
684,807375,10.0,4.0
685,807376,19.0,19.0
686,807390,15.133333333333333,15.0
687,807396,10.142857142857142,6.5
688,807406,14.9375,13.333333333333334
689,807408,7.75,6.5
690,807423,34.8125,35.333333333333336
691,807429,72.36363636363636,78.0
692,807433,8.166666666666666,7.0
693,807454,25.5,28.0
694,807460,15.11111111111111,13.4
695,807462,11.571428571428571,10.5
696,807473,36.0,38.0
697,807518,22.125,21.0
698,807532,7.875,7.666666666666667
699,807540,39.166666666666664,47.0
700,807541,31.529411764705884,17.0
701,807543,17.96969696969697,16.285714285714285
702,807547,20.3,5.0
703,807548,27.148936170212767,18.0
704,807552,5.583333333333333,5.5
705,807563,3.3636363636363638,1.0
706,807565,8.166666666666666,8.0
707,807575,6.0,5.666666666666667
708,807597,22.466666666666665,11.5
709,807617,24.285714285714285,27.0
710,807656,10.928571428571429,9.0
711,807663,11.823529411764707,11.666666666666666
712,807669,22.0,22.0
713,807688,45.05263157894737,47.666666666666664
714,807700,28.0,1.0
715,807759,4.8108108108108105,4.285714285714286
716,807770,61.07692307692308,75.0
717,807780,17.0,15.0
718,807803,14.26086956521739,8.333333333333334
719,807822,6.851851851851852,5.4
720,807827,7.909090909090909,7.5
721,807853,13.555555555555555,13.0
722,807865,1.0,1.0
723,807868,10.452380952380953,10.4
724,807886,50.0,50.0
725,807889,24.42105263157895,15.428571428571429
726,807897,29.03125,13.571428571428571
727,807899,7.6875,7.0
728,807914,13.666666666666666,9.0
729,807921,6.5,5.666666666666667
730,807935,10.823529411764707,6.5
731,807941,3.0,3.0
732,807942,34.63636363636363,110.0
733,807959,9.166666666666666,9.0
734,807999,16.46153846153846,14.0
735,808013,4.333333333333333,5.0
736,808029,11.476190476190476,11.0
737,808033,12.323529411764707,10.285714285714286
738,808036,4.428571428571429,3.5
739,808044,13.6,4.0
740,808109,7.5,7.25
741,808111,7.538461538461538,6.666666666666667
742,808165,77.33333333333333,54.0
743,808174,10.818181818181818,12.0
744,808175,21.183673469387756,14.625
745,808180,55.0,55.0
746,808182,9.644444444444444,7.777777777777778
747,808194,11.5,12.0
748,808199,1.0,0.0
749,808240,14.75,9.0
750,808245,8.091743119266056,7.238095238095238
751,808257,19.6,16.0
752,808285,10.61111111111111,6.75
753,808297,31.0,35.333333333333336
754,808328,16.75,8.0
755,808332,16.647058823529413,17.333333333333332
756,808340,13.25,11.0
757,808378,4.6923076923076925,3.6666666666666665
758,808392,28.916666666666668,32.25
759,808429,20.166666666666668,12.0
760,808452,9.363636363636363,9.5
761,808489,19.666666666666668,20.0
762,808491,6.894736842105263,4.0
763,808499,23.51851851851852,19.75
764,808511,17.75,2.0
765,808512,18.65714285714286,15.5
766,808538,49.3,37.8
767,808554,19.0,19.0
768,808608,64.35714285714286,18.5
769,808634,25.214285714285715,27.5
770,808648,21.785714285714285,20.0
771,808649,10.0,2.0
772,808672,16.264367816091955,13.4
773,808703,24.136363636363637,23.5
774,808704,44.0,44.0
775,808743,25.333333333333332,24.0
776,808751,10.782608695652174,8.0
777,808765,17.166666666666668,17.0
778,808820,13.81159420289855,12.416666666666666
779,808822,31.3,26.5
780,808843,13.555555555555555,11.0
781,808854,30.68421052631579,33.666666666666664
782,808857,20.85,17.75
783,808885,29.181818181818183,27.0
784,808909,17.666666666666668,14.0
785,808912,46.18181818181818,0.0
786,808936,9.0,5.833333333333333
787,808942,26.545454545454547,22.0
788,808950,3.0689655172413794,2.6666666666666665
789,808978,5.0,5.0
790,809012,11.5,11.5
791,809049,27.375,8.2
792,809054,5.180327868852459,4.0
793,809100,20.57894736842105,23.5
794,809111,17.36842105263158,17.333333333333332
795,809133,13.88,8.333333333333334
796,809138,19.0,9.5
797,809154,45.666666666666664,16.571428571428573
798,809174,15.478260869565217,9.75
799,809216,9.73076923076923,10.2
800,809217,15.681818181818182,7.0
801,809246,10.5625,12.5
802,809266,13.647058823529411,13.75
803,809270,13.586206896551724,7.5
804,809309,4.0,4.0
805,809317,16.0,14.5
806,809345,22.5,20.333333333333332
807,809346,37.916666666666664,27.0
808,809357,29.833333333333332,32.0
809,809363,31.916666666666668,31.5
810,809372,27.916666666666668,10.5
811,809410,11.537313432835822,9.928571428571429
812,809411,28.72,11.0
813,809417,19.59090909090909,20.5
814,809426,164.33333333333334,222.0
815,809434,2.3333333333333335,2.0
816,809436,16.425,13.571428571428571
817,809440,14.625,8.8
818,809443,12.363636363636363,11.5
819,809444,99.41666666666667,258.0
820,809459,7.9298245614035086,6.2727272727272725
821,809493,12.777777777777779,12.0
822,809495,27.28,31.0
823,809529,24.596491228070175,20.178571428571427
824,809531,3.6666666666666665,4.0
825,809553,4.694444444444445,4.0
826,809561,25.0,19.0
827,809581,4.714285714285714,4.0
828,809593,13.652173913043478,11.75
829,809595,29.0,24.0
830,809603,1.7826086956521738,1.8571428571428572
831,809679,8.625,9.0
832,809727,10.833333333333334,11.0
833,809761,11.222222222222221,11.333333333333334
834,809763,9.090909090909092,9.5
835,809766,12.0,5.5
836,809803,31.941176470588236,26.333333333333332
837,809807,9.25,6.666666666666667
838,809854,80.5,116.0
839,809860,12.733333333333333,9.8
840,809887,77.13636363636364,85.75
841,809942,200.0,88.5
