OMA_group,aln_len,total_gap_count,msa_gap_count,asr_gap_count,min_gap_count,spc_wmin_gap_count,max_gap_count,spc_wmax_gap_count,gap_ratio,num_gappy_sites,avg_gap_len,median_gap_len,mode_gap_len,min_gap_len,spc_wmin_gap_len,max_gap_len,spc_wmax_gap_len,num_ins,num_del,indel_ratio,is_gappy,mu,lambda,loglikelihood,intensity,expected_len,tree_len
1039732,565,263,132,131,3,Homo,28,Mus,0.042316975060337894,29,7.514285714285714,2.0,1,1,Mus,22,Mus,29,1,0.034482758620689655,1,1.5253,640.571,-5466.05,419.9639415,977.0629463,0.24431
1040630,1212,913,528,385,75,Gorilla,133,Pan,0.06848184818481848,220,20.75,6.0,6,2,Mus,65,Mus,220,143,0.65,1,1.46787,1179.64,-10159.2,803.6406494,1731.5581668,0.1936
311903,2891,983,536,447,87,Pan,94,Rattus,0.030910977642212508,182,11.170454545454545,11.0,1,1,Mus,36,Rattus,182,89,0.489010989010989,1,1.05699,1354.5,-30316.8,1281.4690773,1431.692955,0.07635
317866,350,437,275,162,28,Mus,77,Pan,0.1135064935064935,147,8.403846153846153,5.0,1,1,Mus,34,Pan,147,113,0.7687074829931972,1,1.11838,264.784,-3279.57,236.7567374,296.1291299,0.45031
320122,333,442,231,211,8,Gorilla,53,Pan,0.12066612066612066,61,27.625,41.0,41,3,Mus,41,Mus,61,20,0.32786885245901637,1,6.3496,1300.51,-3001.73,204.8176263,8257.718296,0.06585
575096,549,157,87,70,12,Macaca,19,Gorilla,0.025997681735386653,32,4.617647058823529,2.0,1,1,Mus,11,Mus,32,17,0.53125,1,1.88431,842.834,-5154.58,447.2905201,1588.1605345,0.12141
575142,991,1133,708,425,78,Gorilla,190,Pan,0.10393541876892028,261,20.98148148148148,20.0,28,1,Homo,101,Pan,261,283,1.0842911877394636,1,2.2425,1352.13,-10846.1,602.9565217,3032.151525,0.21966
579942,435,417,209,208,11,Gorilla,42,Pan,0.0871473354231975,43,7.315789473684211,3.0,1,1,Rattus,31,Mus,43,1,0.023255813953488372,1,0.219632,81.1198,-3668.23,369.3441757,17.8165039,0.83763
580517,355,84,44,40,4,Gorilla,8,Mus,0.021510883482714467,12,2.048780487804878,2.0,1,1,Mus,4,Mus,12,4,0.3333333333333333,1,0.359332,110.118,-3385.35,306.451972,39.5689212,0.45068
580687,349,141,76,65,11,Pan,13,Mus,0.036728314665277415,24,12.818181818181818,13.0,13,11,Pan,13,Mus,24,11,0.4583333333333333,1,8.58585,1456.27,-3000.95,169.6127931,12503.3157795,0.03369
583034,490,271,153,118,22,Pan,35,Gorilla,0.05027829313543599,61,6.775,8.0,2,1,Mus,18,Gorilla,61,35,0.5737704918032787,1,1.47116,523.974,-4576.37,356.1638435,770.8495898,0.27372
583153,401,1030,520,510,68,Gorilla,102,Mus,0.23350714123781455,112,33.225806451612904,34.0,34,10,Homo,40,Mus,112,10,0.08928571428571429,1,7.75961,1317.7,-4780.15,169.8152356,10224.838097,0.15738
584881,600,93,50,43,8,Rattus,9,Mus,0.014090909090909091,16,3.4444444444444446,1.0,1,1,Mus,7,Mus,16,7,0.4375,1,0.717918,394.151,-4706.61,549.0195259,282.9680976,0.12978
585572,1065,1160,631,529,88,Mus,125,Gorilla,0.0990183525394793,212,15.675675675675675,13.0,1,1,Mus,36,Mus,212,102,0.4811320754716981,1,4.14083,1673.34,-10519.2,404.1073891,6929.0164722,0.10842
585578,986,532,300,232,37,Rattus,80,Gorilla,0.049050341139590635,115,10.431372549019608,3.0,27,1,Rattus,40,Gorilla,115,68,0.591304347826087,1,3.24925,1396.06,-10117.3,429.6560745,4536.147955,0.06798
605352,600,494,311,183,34,Pan,115,Macaca,0.07484848484848484,148,11.227272727272727,13.0,1,1,Mus,78,Macaca,148,128,0.8648648648648649,1,3.20933,1264.51,-4633.96,394.0105879,4058.2298783,0.10191
611297,211,88,73,15,3,Mus,58,Gorilla,0.037914691943127965,61,6.769230769230769,3.0,3,3,Mus,42,Gorilla,61,58,0.9508196721311475,1,9.67943,1282.07,-1296.74,132.4530473,12409.7068201,0.04258
619788,353,30,15,15,0,Gorilla,3,Mus,0.007725985063095545,3,3.0,3.0,3,0,Gorilla,3,Mus,3,0,0.0,1,0.055443,19.282,-2804.95,347.7806035,1.0690519,0.24253
624867,798,684,403,281,36,V7,97,Mus,0.07792207792207792,120,20.727272727272727,21.0,21,2,Gorilla,40,Mus,120,122,1.0166666666666666,1,3.85205,1334.21,-7427.75,346.3636246,5139.4436305,0.12659
625434,816,404,224,180,32,Macaca,48,Gorilla,0.04500891265597148,80,12.625,10.0,22,4,Mus,22,Mus,80,44,0.55,1,1.51623,1009.82,-7878.04,666.0071361,1531.1193786,0.15538
626932,390,433,265,168,32,Mus,69,Macaca,0.10093240093240093,131,6.873015873015873,3.0,1,1,Mus,53,Pan,131,97,0.7404580152671756,1,2.00443,514.297,-3727.44,256.5801749,1030.8723357,0.28708
648115,727,317,177,140,22,Gorilla,43,Mus,0.03963986494935601,65,9.606060606060606,12.0,15,1,Mus,15,Mus,65,37,0.5692307692307692,1,2.59817,1279.22,-7185.27,492.3542339,3323.6310274,0.13607
653351,584,397,202,195,7,Gorilla,39,Mus,0.061799501867995016,46,18.904761904761905,7.0,7,7,Mus,32,Mus,46,7,0.15217391304347827,1,0.662823,364.89,-4143.82,550.5089594,241.8574845,0.08978
653565,569,282,159,123,18,Mus,33,Pan,0.04505512062629813,51,6.714285714285714,8.0,8,1,Gorilla,15,Pan,51,36,0.7058823529411765,1,1.31957,545.848,-5865.05,413.6559637,720.2846454,0.29557
653867,1033,147,82,65,13,Mus,17,Pan,0.012936724456569569,30,6.681818181818182,6.5,4,4,Mus,13,Pan,30,17,0.5666666666666667,1,1.7739,1332.88,-8644.66,751.3839563,2364.395832,0.06887
670150,270,172,92,80,13,Gorilla,16,Mus,0.057912457912457915,28,7.818181818181818,6.0,1,1,Mus,15,Mus,28,12,0.42857142857142855,1,0.622834,143.534,-2196.08,230.4530581,89.3978554,0.27941
674214,1211,2924,1496,1428,94,Gorilla,293,V7,0.21950304031228887,356,37.0126582278481,23.0,5,1,Pan,169,Mus,356,68,0.19101123595505617,1,2.42307,1618.82,-9142.24,668.0863533,3922.5141774,0.14268
676127,423,105,60,45,9,Mus,15,Macaca,0.02256608639587363,24,9.545454545454545,9.0,9,9,Mus,15,Macaca,24,15,0.625,1,5.70537,1402.93,-3612.58,245.8964099,8004.2347341,0.06537
689994,194,98,58,40,8,Mus,18,Pan,0.04592314901593252,26,8.909090909090908,8.0,8,8,Mus,18,Pan,26,18,0.6923076923076923,1,4.14376,531.451,-1879.05,128.2533255,2202.2053958,0.12855
690235,1211,692,392,300,60,Mus,79,Gorilla,0.05194805194805195,149,12.581818181818182,10.0,19,1,Mus,30,Pan,149,92,0.6174496644295302,1,11.1597,1409.27,-16057.5,126.2820685,15727.030419,0.06278
707164,428,124,69,55,11,Mus,14,Gorilla,0.026338147833474938,25,4.0,1.0,1,1,Mus,14,Gorilla,25,14,0.56,1,1.24979,432.719,-3924.26,346.2333672,540.807879,0.19662
716269,342,297,173,124,24,Pan,49,Macaca,0.07894736842105263,75,19.8,24.0,24,2,Mus,49,Macaca,75,49,0.6533333333333333,1,2.68021,645.849,-2751.93,240.9695509,1731.0109483,0.1657
716358,315,109,84,25,5,Mus,32,Gorilla,0.031457431457431455,64,8.384615384615385,5.0,5,5,Mus,27,Gorilla,64,59,0.921875,1,0.383048,105.115,-2564.85,274.4173054,40.2640905,0.38862
730961,494,46,26,20,4,Mus,6,Gorilla,0.008465218991534781,10,2.1904761904761907,3.0,1,1,Mus,6,Gorilla,10,6,0.6,1,0.506244,236.124,-3785.35,466.4233058,119.5363583,0.11544
731090,654,429,264,165,31,Mus,87,Gorilla,0.05963302752293578,137,8.25,7.0,1,1,Mus,55,Gorilla,137,99,0.7226277372262774,1,4.1424,1439.55,-8115.78,347.5159328,5963.19192,0.20016
731322,537,190,105,85,17,Mus,20,Pan,0.03216522769595395,37,8.636363636363637,9.0,10,7,Mus,12,Pan,37,20,0.5405405405405406,1,9.10671,1309.3,-5890.86,143.773108,11923.415403,0.06324
736928,427,114,65,49,9,Mus,16,Pan,0.02427081115605706,26,4.956521739130435,6.0,8,1,Mus,10,Gorilla,26,16,0.6153846153846154,1,2.51815,882.952,-3953.14,350.6351885,2223.4055788,0.08856
739165,510,266,161,105,20,Rattus,40,Gorilla,0.047415329768270946,56,6.487804878048781,6.0,6,1,Mus,26,Macaca,56,56,1.0,1,3.22179,1149.73,-4158.89,356.8606272,3704.1886167,0.12475
739664,823,1584,1012,572,54,Gorilla,383,Macaca,0.17496962332928312,395,33.0,6.0,5,1,Mus,231,Macaca,395,440,1.1139240506329113,1,10.4472,1493,-8753.15,142.9091048,15597.6696,0.05513
743841,621,293,166,127,22,Pan,39,Rattus,0.04289269506660811,61,6.813953488372093,2.0,1,1,Rattus,20,Rattus,61,39,0.639344262295082,1,3.42082,1394.76,-4561.24,407.7268023,4771.2229032,0.09698
747124,717,245,180,65,11,Gorilla,117,Macaca,0.03106377583365031,119,7.903225806451613,2.0,2,2,Mus,115,Macaca,119,115,0.9663865546218487,1,1.08149,622.601,-7286.98,575.6881709,673.3367555,0.23529
751685,872,1092,572,520,69,Gorilla,104,Mus,0.11384487072560467,148,52.0,61.0,61,8,Gorilla,87,Rattus,148,52,0.35135135135135137,1,2.28207,1335.76,-7510.56,585.3282327,3048.2978232,0.14058
752182,373,73,48,25,4,Macaca,24,Gorilla,0.017791859614915913,28,1.7804878048780488,1.0,1,1,Mus,22,Gorilla,28,23,0.8214285714285714,1,0.285162,98.5298,-2919.35,345.5221944,28.0969548,0.282
759160,861,866,494,372,74,Homo,98,Macaca,0.09143701826628656,197,9.622222222222222,8.0,16,1,Mus,60,Macaca,197,122,0.6192893401015228,1,4.95865,1734.49,-8477.65,349.7907697,8600.7288385,0.14011
760754,320,317,177,140,17,Macaca,54,Pan,0.09005681818181818,65,10.566666666666666,4.0,24,1,Pan,24,Mus,65,37,0.5692307692307692,1,6.60428,1326.84,-1885.55,200.9060791,8762.8228752,0.03506
763741,831,432,237,195,39,Mus,42,Gorilla,0.04725959960617,81,39.27272727272727,39.0,39,39,Mus,42,Gorilla,81,42,0.5185185185185185,1,4.64076,1385.52,-8412.1,298.5545471,6429.8657952,0.07563
764292,415,918,468,450,18,Pan,90,Mus,0.20109529025191675,108,17.0,2.0,1,1,Mus,81,Mus,108,18,0.16666666666666666,1,6.25496,1232.68,-4254.76,197.0724033,7710.3640928,0.19726
770334,1993,3250,1845,1405,254,Gorilla,401,Macaca,0.1482461341969621,683,15.476190476190476,11.0,2,1,Mus,98,Macaca,683,440,0.6442166910688141,1,1.48786,1516.62,-20130,1019.3297757,2256.5182332,0.23373
781307,1304,390,258,132,24,Mus,66,Pan,0.027189068600111544,112,4.698795180722891,2.0,1,1,Mus,40,Pan,112,126,1.125,1,1.58309,1232.24,-13544.4,778.3764663,1950.7468216,0.19301
795713,760,429,229,200,28,Rattus,41,Gorilla,0.05131578947368421,69,20.428571428571427,28.0,28,12,Mus,29,Gorilla,69,29,0.42028985507246375,1,15.7768,1715.37,-8278.69,108.7273718,27063.049416,0.05589
799104,1085,2354,1211,1143,134,Homo,276,Gorilla,0.19723502304147467,302,27.057471264367816,6.0,1,1,Mus,155,Mus,302,68,0.2251655629139073,1,3.26053,1697.7,-10081.6,520.6822204,5535.401781,0.23161
807142,505,524,274,250,37,Pan,50,Mus,0.09432943294329434,74,10.27450980392157,10.0,10,3,Mus,24,Pan,74,24,0.32432432432432434,1,5.12653,1443.61,-5279.57,281.5959333,7400.7099733,0.1178
807167,366,159,109,50,8,Gorilla,61,Pan,0.039493293591654245,69,7.2272727272727275,8.0,2,2,Mus,50,Pan,69,59,0.855072463768116,1,5.5283,1221.53,-3631.07,220.9594269,6752.984299,0.08727
807193,1959,1288,736,552,104,Rattus,191,Gorilla,0.059770755023434964,290,27.404255319148938,12.0,1,1,Mus,96,Gorilla,290,184,0.6344827586206897,1,1.29962,1461.78,-20099.6,1124.7749342,1899.7585236,0.09114
807267,388,487,297,190,38,Mus,105,Rattus,0.1141049671977507,145,11.595238095238095,9.0,23,2,Mus,92,Rattus,145,107,0.7379310344827587,1,8.17275,1632.88,-4313.03,199.7956624,13345.12002,0.09642
807433,991,336,196,140,28,Mus,54,Macaca,0.03082286028804697,84,7.636363636363637,8.0,8,2,Mus,25,Macaca,84,56,0.6666666666666666,1,2.13463,1401.74,-7910.5,656.6664949,2992.1962562,0.07741
807543,696,1142,593,549,50,Gorilla,114,root,0.14916405433646812,157,18.721311475409838,4.0,4,1,Mus,65,Pan,157,44,0.2802547770700637,1,2.51314,1086.07,-6721.05,432.156585,2729.4459598,0.23939
807575,655,374,204,170,34,Mus,34,Mus,0.051908396946564885,68,5.84375,5.5,8,1,Mus,15,Gorilla,68,34,0.5,1,1.22141,653.156,-5520.83,534.7557331,797.77127,0.18946
807700,1108,114,112,2,0,Pan,110,Rattus,0.00935346242205448,110,19.0,1.0,1,0,Pan,109,Rattus,110,110,1.0,1,0.810586,817.863,-8893.01,1008.9774558,662.9482977,0.11786
807822,459,320,185,135,27,Mus,50,Pan,0.06337888690829867,77,6.153846153846154,6.0,2,2,Mus,43,Pan,77,50,0.6493506493506493,1,1.4233,494.386,-4253.18,347.3519286,703.6595938,0.23918
808044,391,263,204,59,11,Mus,94,Macaca,0.06114857009997675,104,9.068965517241379,1.0,1,1,Mus,58,Macaca,104,145,1.3942307692307692,1,8.46986,1381.96,-2678.16,163.162083,11705.0077256,0.05236
808174,323,418,238,180,30,Rattus,64,Pan,0.11764705882352941,94,11.297297297297296,14.0,14,1,Pan,19,Mus,94,58,0.6170212765957447,1,2.59974,484.638,-3182.15,186.4178726,1259.9327941,0.34194
808175,1643,1708,1038,670,110,Mus,248,Gorilla,0.09450561611243291,314,19.191011235955056,10.0,1,1,Mus,132,Gorilla,314,368,1.1719745222929936,1,2.68317,1375.94,-16371.6,512.803885,3691.8809298,0.12991
808194,1639,745,414,331,58,Pan,79,Mus,0.04132231404958678,147,11.461538461538462,11.0,1,1,Rattus,26,Gorilla,147,83,0.564625850340136,1,1.46012,1293.78,-14410,886.0778566,1889.0740536,0.11933
808257,882,632,392,240,48,Mus,142,Pan,0.06514120799835085,200,18.057142857142857,7.0,7,6,Pan,53,Pan,200,152,0.76,1,3.72064,1270.17,-9020.51,341.3848155,4725.8453088,0.13471
808512,591,1250,653,597,59,Gorilla,124,root,0.19227811105983694,180,18.38235294117647,3.0,2,1,Mus,73,Mus,180,56,0.3111111111111111,1,10.6784,1542.41,-6501.17,144.4420512,16470.470944,0.07122
808538,753,1922,986,936,89,Pan,191,Gorilla,0.2320415308463117,239,49.282051282051285,43.0,43,1,Mus,124,Mus,239,50,0.20920502092050208,1,2.4732,1282.45,-5417.62,518.5387352,3171.75534,0.16106
808649,422,120,110,10,2,Mus,100,Rattus,0.025850926324859975,102,7.5,2.0,2,1,Rattus,53,Rattus,102,100,0.9803921568627451,1,1.97209,655.061,-3053.39,332.1658748,1291.8392475,0.14905
808743,565,272,152,120,24,Mus,32,Pan,0.043765084473049075,56,24.727272727272727,24.0,24,24,Mus,32,Pan,56,32,0.5714285714285714,1,7.87837,1698.7,-6833.09,215.6156667,13382.987119,0.0788
808822,555,578,313,265,23,Gorilla,78,Macaca,0.09467649467649468,101,28.9,26.5,23,23,Mus,78,Macaca,101,48,0.4752475247524752,1,5.48401,1311.54,-5170.41,239.1571131,7192.4984754,0.06667
808885,816,591,321,270,51,Gorilla,54,Mus,0.06584224598930481,105,28.142857142857142,51.0,1,1,Mus,53,Mus,105,51,0.4857142857142857,1,4.05588,1637.91,-8030.56,403.8359123,6643.1664108,0.10806
808950,1482,166,89,77,13,Gorilla,16,Rattus,0.010182799656483867,28,2.9642857142857144,2.0,1,1,Mus,11,Rattus,28,12,0.42857142857142855,1,1.14259,1170.37,-14572.5,1024.3131832,1337.2530583,0.09207
809216,641,505,253,252,8,Rattus,52,Mus,0.07162104666004822,52,10.1,2.0,1,1,Mus,43,Mus,52,1,0.019230769230769232,1,0.127456,72.9243,-6007.18,572.1527429,9.2946396,0.95429
809345,530,617,315,302,12,Pan,61,Mus,0.1058319039451115,74,23.73076923076923,12.0,12,1,Mus,48,Mus,74,13,0.17567567567567569,1,17.9832,1546.59,-6767.82,86.0019351,27812.637288,0.05235
809357,236,339,179,160,19,Gorilla,32,Mus,0.1305855161787365,51,30.818181818181817,32.0,32,19,Gorilla,32,Mus,51,19,0.37254901960784315,1,2.80294,428.296,-2400.08,152.8024146,1200.4879902,0.20717
809603,335,82,41,41,5,Pan,13,Mus,0.022252374491180463,13,1.7826086956521738,1.0,1,1,Mus,3,Mus,13,0,0.0,1,0.294354,90.3716,-3048.14,307.0167214,26.6012419,0.30907
809679,561,228,138,90,18,Mus,37,Pan,0.03694701020904229,59,8.76923076923077,8.0,8,3,Pan,11,Macaca,59,48,0.8135593220338984,1,4.58914,1526.79,-4910.89,332.6963222,7006.6530606,0.06768
810070,488,187,137,50,10,Mus,87,Pan,0.03483606557377049,97,5.5,2.0,7,1,Mus,74,Pan,97,87,0.8969072164948454,1,3.29295,1142.39,-4705.89,346.919935,3761.8331505,0.11187
810142,714,460,298,162,30,Pan,114,Gorilla,0.05856888209829386,144,9.2,4.0,4,1,Gorilla,55,Gorilla,144,136,0.9444444444444444,1,4.0609,1477.78,-8112.37,363.9045532,6001.116802,0.22902
810296,2136,1935,1010,925,136,Homo,189,Mus,0.0823544433094995,270,25.12987012987013,23.0,6,1,Rattus,98,Mus,270,85,0.3148148148148148,1,1.91487,1278.12,-22487.2,667.4708988,2447.4336444,0.10249
811159,2527,1114,657,457,90,V5,163,Pan,0.04007626722308163,290,7.79020979020979,5.0,1,1,Mus,30,Pan,290,200,0.6896551724137931,1,0.642024,1268.71,-24621.6,1976.1099274,814.542269,0.18617
811505,536,204,124,80,15,Rattus,45,Gorilla,0.03459972862957938,60,6.375,1.0,1,1,Mus,30,Gorilla,60,44,0.7333333333333333,1,3.40116,1193.41,-5500.42,350.8832281,4058.9783556,0.10972
811794,1552,2453,1935,518,92,Homo,507,Pan,0.14368556701030927,617,46.283018867924525,20.0,41,1,Pan,459,Pan,617,1417,2.2965964343598055,1,34.4672,1670.06,-17337.7,48.4536023,57562.292032,0.02053
811998,1001,132,132,0,0,Mus,122,Pan,0.011988011988011988,132,66.0,66.0,10,0,Mus,122,Pan,132,132,1.0,1,2.40084,1455.64,-8539.25,606.3044601,3494.7587376,0.02259
812035,1032,814,428,386,42,Gorilla,82,Mus,0.07170542635658915,124,10.175,5.0,2,1,Mus,36,Mus,124,42,0.3387096774193548,1,1.76288,1281.87,-11142.5,727.1453531,2259.7829856,0.23093
812165,571,688,438,250,32,Pan,229,Macaca,0.10953669797802898,250,32.76190476190476,21.0,11,11,Mus,218,Macaca,250,188,0.752,1,16.4109,1768.92,-6339.81,107.7893351,29029.569228,0.03857
812371,482,319,174,145,29,Mus,29,Mus,0.06016597510373444,58,7.25,7.0,6,1,Gorilla,13,Gorilla,58,29,0.5,1,1.12807,387.669,-4539.14,343.6568653,437.3177688,0.37974
812489,992,397,334,63,11,Homo,116,Mus,0.03638196480938417,200,19.85,11.0,11,1,Rattus,101,Mus,200,271,1.355,1,2.04555,1223.02,-9998.96,597.8929872,2501.748561,0.15879
813031,962,1590,1268,322,64,V5,315,Macaca,0.15025515025515027,431,32.44897959183673,1.0,1,1,Mus,261,Rattus,431,946,2.194895591647332,1,5.24457,1373.67,-11803.7,261.9223311,7204.3084719,0.17969
813209,1362,508,275,233,41,Homo,56,Rattus,0.03390735549325858,96,12.7,2.0,2,1,Rattus,39,Mus,96,42,0.4375,1,1.28689,1363.91,-11403,1059.8497152,1755.2021399,0.14097
813314,667,861,514,347,58,V7,126,Macaca,0.11735041570124029,175,10.373493975903614,4.0,4,1,Mus,86,Macaca,175,167,0.9542857142857143,1,5.11927,1439.06,-7281.07,281.1064859,7366.9366862,0.18343
813686,683,428,248,180,34,Gorilla,70,Macaca,0.05696792226806868,104,10.19047619047619,14.0,17,1,Gorilla,53,Macaca,104,68,0.6538461538461539,1,2.79089,1300.46,-5890.14,465.9660538,3629.4408094,0.1524
814446,624,369,232,137,12,Rattus,60,Macaca,0.053758741258741256,100,5.3478260869565215,2.0,1,1,Mus,31,Mus,100,95,0.95,1,1.11236,531.735,-5502.4,478.0242008,591.4807446,0.28672
814485,348,571,305,266,32,Gorilla,65,Macaca,0.14916405433646812,93,20.392857142857142,12.0,12,4,Pan,53,Macaca,93,39,0.41935483870967744,1,1.51122,414.908,-2304.05,274.5516867,627.0172678,0.1801
814905,532,666,380,286,25,Mus,116,Macaca,0.11380724538619276,141,8.763157894736842,2.0,1,1,Mus,32,Rattus,141,94,0.6666666666666666,1,4.35108,1185.84,-4615.58,272.5392316,5159.6847072,0.13525
814935,670,1242,716,526,86,Homo,180,Gorilla,0.16852103120759837,220,6.977528089887641,4.0,1,1,Mus,148,Gorilla,220,190,0.8636363636363636,1,4.49541,1425.16,-5817.46,317.0255883,6406.6785156,0.19426
816167,2010,1260,770,490,73,Rattus,218,Pan,0.05698778833107191,356,21.35593220338983,14.0,4,1,Mus,119,Pan,356,280,0.7865168539325843,1,7.59426,1495.82,-24066.8,196.9671831,11359.6459932,0.05482
816247,846,771,479,292,58,Homo,145,Pan,0.08284977433913604,246,11.173913043478262,8.0,5,1,Mus,60,Pan,246,187,0.7601626016260162,1,2.46993,1246.37,-9504.42,504.6175398,3078.4466541,0.28732
816841,2848,2231,1202,1029,145,Pan,237,Macaca,0.07121424923391216,374,30.98611111111111,23.0,44,1,Mus,75,Mus,374,173,0.4625668449197861,1,3.56562,1384.31,-31698.9,388.2382307,4935.9234222,0.07412
817418,469,382,198,184,22,Rattus,37,Pan,0.07404535762744718,47,13.642857142857142,15.0,21,1,Pan,28,Gorilla,47,14,0.2978723404255319,1,4.4232,1268.08,-4425.81,286.6883704,5608.971456,0.13716
818064,429,172,126,46,5,Homo,57,Macaca,0.03644840008476372,89,4.777777777777778,2.5,2,1,Pan,52,Macaca,89,80,0.898876404494382,1,3.39774,1034.87,-3636.27,304.5759829,3516.2191938,0.10813
818622,399,280,174,106,18,Gorilla,66,Macaca,0.06379585326953748,86,5.090909090909091,5.0,1,1,Pan,25,Macaca,86,68,0.7906976744186046,1,1.61155,458.892,-3252.05,284.7519469,739.5274026,0.26965
818954,674,804,419,385,48,Gorilla,79,Mus,0.1084434852980847,111,36.54545454545455,24.0,61,2,Mus,61,Mus,111,34,0.3063063063063063,1,4.67039,1496.46,-6204.11,320.4143551,6989.0518194,0.11864
